Name,Acceptance Criteria,Assignee,Blocked By,Children,GitHub Issue,GitHub PR,Level,Objective,Parent,Phase,Priority,Related Tasks,Source,Status,Subtype,Type
CORE-01-02 · Scene 등록·전환 데이터 계약 구현,Boot·Start·Settings·Lobby·Map·Combat·Reward·Equipment·Shop·Rest·RunResult Scene key가 등록된다. Scene별 입력 payload가 타입으로 정의된다. Boot는 Start Scene으로 진입한다. 잘못된 payload는 안전한 시작 화면으로 복구된다.,,,,https://github.com/KenWR/typing-roguelike/issues/60,https://github.com/KenWR/typing-roguelike/pull/61,Task,모든 코어 Scene과 전환 데이터를 중앙 계약으로 등록해 임의 문자열 전환과 잘못된 payload를 막는다.,CORE-01 · 앱 실행·시작·설정 (https://app.notion.com/p/CORE-01-3c812168d5218153b303db38c4a8ae81?pvs=21),Phase 1 — Frontend Core,P0,,https://app.notion.com/p/3c612168d52181828d2ce0c44d764708,Done,Interaction,Frontend / UI
CORE-10-02 · Scene 전환·RunState 연속성 통합 테스트,시작→로비→런→맵→전투·보상→맵→보스→정산→로비를 검증한다. 상점·휴식 복귀를 검증한다. 승리·패배 분기를 검증한다. 중복 전환과 결과 중복 적용이 없다.,,,,,,Task,코어 Scene 전체에서 동일 RunState가 유지되고 종료 시 올바르게 정리되는지 검증한다.,CORE-10 · 전체 흐름 검증 (https://app.notion.com/p/CORE-10-3c812168d52181248e64df1d93827b26?pvs=21),Phase 1 — Frontend Core,P0,,https://app.notion.com/p/3c612168d52181828d2ce0c44d764708,Ready,Integration Test,QA
CORE-09-02 · 정산 재화 저장·로비 반영 구현,사망·클리어 정산의 총 지급 재화를 영구 저장한다. 동일 런 정산은 한 번만 지급된다. 정산된 런 장비와 활성 RunState를 종료한다. 로비에서 갱신된 총 재화를 표시한다.,,,,https://github.com/KenWR/typing-roguelike/issues/95,https://github.com/KenWR/typing-roguelike/pull/96,Task,장비 환전과 클리어 보너스 결과를 영구 재화에 한 번 반영하고 로비에서 확인하게 한다.,CORE-09 · 정산·로비 복귀 (https://app.notion.com/p/CORE-09-3c812168d52181a2a682f25ae320558e?pvs=21),Phase 1 — Frontend Core,P0,,https://app.notion.com/p/3c612168d5218199a030d9acdd6e99a1,Done,Economy,Gameplay
CORE-06-02 · 상점 상품·가격·구매 규칙 구현,상점에 최소 장비 후보와 가격이 생성된다. 보유 재화가 부족하면 구매할 수 없다. 성공 시 재화를 한 번만 차감하고 장비를 inventory에 추가한다. 구매 완료 상품의 중복 구매를 막는다. 나가기는 상태를 변경하지 않는다.,승수 정,,,https://github.com/KenWR/typing-roguelike/issues/87,https://github.com/KenWR/typing-roguelike/pull/89,Task,상점 상품과 가격을 생성하고 재화 차감과 장비 획득을 원자적으로 처리한다.,CORE-06 · 상점 노드 (https://app.notion.com/p/CORE-06-3c812168d521811680c4f05227be39ee?pvs=21),Phase 1 — Frontend Core,P0,,https://app.notion.com/p/3c612168d5218199a030d9acdd6e99a1,Done,Economy,Gameplay
CORE-04-03 · 노드 상태 전이·결과 멱등성 구현,노드 상태는 locked·available·in_progress·cleared만 허용한다. available→in_progress→cleared 순서만 허용한다. 완료 결과는 한 번만 적용된다. 클리어 후 연결된 다음 노드만 available이 된다.,,,,https://github.com/KenWR/typing-roguelike/issues/72,https://github.com/KenWR/typing-roguelike/pull/74,Task,맵 노드 상태를 제한된 상태 머신으로 관리하고 동일 결과가 두 번 반영되지 않게 한다.,CORE-04 · 맵·노드 진행 (https://app.notion.com/p/CORE-04-3c812168d5218184af69e24fcc74d9a3?pvs=21),Phase 1 — Frontend Core,P0,,https://app.notion.com/p/3c612168d5218199a030d9acdd6e99a1,Done,Run,Gameplay
CORE-03-02 · 클라이언트 RunSession 관리자 구현,활성 런은 한 개만 존재한다. 새 런 생성·조회·업데이트·종료 API가 제공된다. Scene 전환 중 동일 RunState가 유지된다. 종료된 런에 추가 변경을 거부한다.,,,,https://github.com/KenWR/typing-roguelike/issues/68,https://github.com/KenWR/typing-roguelike/pull/69,Task,모든 코어 Scene이 하나의 활성 RunState를 안전하게 조회하고 갱신하도록 런 세션 소유권을 중앙화한다.,CORE-03 · 런 시작 (https://app.notion.com/p/CORE-03-3c812168d52181258ceecd47e02828b1?pvs=21),Phase 1 — Frontend Core,P0,,https://app.notion.com/p/3c612168d5218199a030d9acdd6e99a1,Done,Run,Gameplay
CORE-03-03 · 런 저장·새로고침 복구 구현,RunState와 저장 버전을 localStorage에 기록한다. 유효한 활성 런은 이어하기가 가능하다. 손상·구버전 데이터는 시작 화면으로 안전하게 복구된다. 정산 완료 시 활성 런 저장을 제거한다.,,,,https://github.com/KenWR/typing-roguelike/issues/117,https://github.com/KenWR/typing-roguelike/pull/122,Task,브라우저 새로고침 이후 진행 중인 런을 복원하거나 안전하게 포기할 수 있게 한다.,CORE-03 · 런 시작 (https://app.notion.com/p/CORE-03-3c812168d52181258ceecd47e02828b1?pvs=21),Phase 1 — Frontend Core,P1,,https://app.notion.com/p/3c612168d5218199a030d9acdd6e99a1,Done,Persistence,Gameplay
CORE-07-02 · 휴식 회복 규칙 구현,회복량은 데이터로 조정 가능하다. 현재 HP를 최대 HP 이내로 회복한다. 동일 휴식 결과는 한 번만 적용된다. 적용 전후 HP가 Scene에 제공된다.,승수 정,,,https://github.com/KenWR/typing-roguelike/issues/82,https://github.com/KenWR/typing-roguelike/pull/84,Task,휴식 노드에서 설정 가능한 회복 행동을 한 번 적용한다.,CORE-07 · 휴식 노드 (https://app.notion.com/p/CORE-07-3c812168d52181f2a3b6e8df87c6c6dd?pvs=21),Phase 1 — Frontend Core,P0,,https://app.notion.com/p/3c612168d5218199a030d9acdd6e99a1,Done,Run,Gameplay
CORE-04-02 · Map Scene 렌더링·런 HUD 구현,현재 층·HP·런 재화·장비 요약이 표시된다. locked·available·in_progress·cleared 상태가 시각적으로 구분된다. 현재 위치와 지나온 경로가 표시된다. 1280×720에서 노드와 HUD가 겹치지 않는다.,,,,https://github.com/KenWR/typing-roguelike/issues/75,https://github.com/KenWR/typing-roguelike/pull/77,Task,맵의 현재 위치·이동 가능 경로와 런 핵심 상태를 한 화면에 표시한다.,CORE-04 · 맵·노드 진행 (https://app.notion.com/p/CORE-04-3c812168d5218184af69e24fcc74d9a3?pvs=21),Phase 1 — Frontend Core,P0,,https://app.notion.com/p/3c612168d5218199a030d9acdd6e99a1,Done,HUD,Frontend / UI
CORE-10-03 · 맵·상점·휴식 규칙 테스트,노드 상태 전이와 잠금 해제를 검증한다. 동일 노드 결과 중복 적용을 거부한다. 상점 재화 부족·정상 구매·중복 구매를 검증한다. 휴식 회복 상한과 단일 적용을 검증한다.,,,,https://github.com/KenWR/typing-roguelike/issues/123,https://github.com/KenWR/typing-roguelike/pull/125,Task,맵 노드 상태와 비전투 노드의 도메인 규칙을 자동 테스트한다.,CORE-10 · 전체 흐름 검증 (https://app.notion.com/p/CORE-10-3c812168d52181248e64df1d93827b26?pvs=21),Phase 1 — Frontend Core,P1,,https://app.notion.com/p/3c612168d5218199a030d9acdd6e99a1,Done,Unit Test,QA
